,zipcode,city,states,revenue_per_zipcode,national_num_esta
25059,90083,LOS ANGELES,CA,4995,10
25060,90086,LOS ANGELES,CA,6288,40
25061,90089,LOS ANGELES,CA,1245,45
25062,90094,PLAYA VISTA,CA,7207,130
25063,90201,BELL GARDENS,CA,21183,1740
25064,90209,BEVERLY HILLS,CA,640,15
25065,90210,BEVERLY HILLS,CA,15864,1280
25066,90211,BEVERLY HILLS,CA,11522,635
25067,90212,BEVERLY HILLS,CA,19936,875
25068,90213,BEVERLY HILLS,CA,670,15
25069,90220,COMPTON,CA,14223,710
25070,90221,COMPTON,CA,15233,725
25071,90222,COMPTON,CA,9903,125
25072,90230,CULVER CITY,CA,16004,1500
25073,90232,CULVER CITY,CA,20799,1440
25074,90240,DOWNEY,CA,10962,890
25075,90241,DOWNEY,CA,20773,1295
25076,90242,DOWNEY,CA,14077,885
25077,90245,EL SEGUNDO,CA,21358,1860
25078,90247,GARDENA,CA,16700,1485
25079,90248,GARDENA,CA,20725,805
25080,90249,GARDENA,CA,24325,1135
25081,90250,HAWTHORNE,CA,19692,1675
25082,90254,HERMOSA BEACH,CA,21721,1590
25083,90255,HUNTINGTON PARK,CA,21043,1600
25084,90260,LAWNDALE,CA,12323,660
25085,90261,LAWNDALE,CA,630,15
25086,90262,LYNWOOD,CA,19484,1155
25087,90263,MALIBU,CA,6949,85
25088,90265,MALIBU,CA,22957,1070
25089,90266,MANHATTAN BEACH,CA,24988,2140
25090,90267,MANHATTAN BEACH,CA,5663,25
25091,90270,MAYWOOD,CA,15518,585
25092,90272,PACIFIC PALISADES,CA,14933,570
25093,90274,PALOS VERDES PENINSULA,CA,18583,730
25094,90275,RANCHO PALOS VERDES,CA,15005,640
25095,90277,REDONDO BEACH,CA,24250,1930
25096,90278,REDONDO BEACH,CA,18225,1180
25097,90280,SOUTH GATE,CA,20548,1550
25098,90290,TOPANGA,CA,2928,135
25099,90291,VENICE,CA,20095,1685
25100,90292,MARINA DEL REY,CA,19687,1495
25101,90293,PLAYA DEL REY,CA,10008,365
25102,90301,INGLEWOOD,CA,12261,810
25103,90302,INGLEWOOD,CA,13785,330
25104,90303,INGLEWOOD,CA,12824,625
25105,90304,INGLEWOOD,CA,15114,785
25106,90305,INGLEWOOD,CA,11656,120
25107,90306,INGLEWOOD,CA,4995,10
25108,90401,SANTA MONICA,CA,20562,2310
25109,90402,SANTA MONICA,CA,8371,295
25110,90403,SANTA MONICA,CA,18766,1280
25111,90404,SANTA MONICA,CA,21760,835
25112,90405,SANTA MONICA,CA,21022,1840
25113,90406,SANTA MONICA,CA,5620,25
25114,90407,SANTA MONICA,CA,675,15
25115,90409,SANTA MONICA,CA,4995,10
25116,90410,SANTA MONICA,CA,675,15
25117,90501,TORRANCE,CA,18470,1705
25118,90502,TORRANCE,CA,16077,645
25119,90503,TORRANCE,CA,18474,1805
25120,90504,TORRANCE,CA,14001,715
25121,90505,TORRANCE,CA,23373,2170
25122,90510,TORRANCE,CA,675,15
25123,90601,WHITTIER,CA,16894,860
25124,90602,WHITTIER,CA,13119,545
25125,90603,WHITTIER,CA,10435,620
25126,90604,WHITTIER,CA,10542,350
25127,90605,WHITTIER,CA,13442,765
25128,90606,WHITTIER,CA,20159,810
25129,90607,WHITTIER,CA,1288,30
25130,90620,BUENA PARK,CA,14340,1495
25131,90621,BUENA PARK,CA,19814,1065
25132,90622,BUENA PARK,CA,1957,45
25133,90623,LA PALMA,CA,11447,550
25134,90630,CYPRESS,CA,18055,1410
25135,90631,LA HABRA,CA,23735,1895
25136,90633,LA HABRA,CA,675,15
25137,90637,LA MIRADA,CA,670,15
25138,90638,LA MIRADA,CA,16179,1340
25139,90639,LA MIRADA,CA,2570,75
25140,90640,MONTEBELLO,CA,22836,1975
25141,90650,NORWALK,CA,23249,1970
25142,90651,NORWALK,CA,675,15
25143,90660,PICO RIVERA,CA,21969,1685
25144,90670,SANTA FE SPRINGS,CA,21473,890
25145,90680,STANTON,CA,13700,1030
25146,90701,ARTESIA,CA,16927,1460
25147,90703,CERRITOS,CA,17811,1930
25148,90704,AVALON,CA,25295,885
25149,90706,BELLFLOWER,CA,22849,1530
25150,90710,HARBOR CITY,CA,14471,640
25151,90711,LAKEWOOD,CA,640,15
25152,90712,LAKEWOOD,CA,14662,1155
25153,90713,LAKEWOOD,CA,10544,590
25154,90714,LAKEWOOD,CA,6590,100
25155,90715,LAKEWOOD,CA,12014,310
25156,90716,HAWAIIAN GARDENS,CA,8638,340
25157,90717,LOMITA,CA,16287,835
25158,90720,LOS ALAMITOS,CA,13720,820
25159,90721,LOS ALAMITOS,CA,4995,10
25160,90723,PARAMOUNT,CA,19716,1115
25161,90731,SAN PEDRO,CA,21170,1455
25162,90732,SAN PEDRO,CA,11182,485
25163,90740,SEAL BEACH,CA,16369,1195
25164,90742,SUNSET BEACH,CA,8857,190
25165,90743,SURFSIDE,CA,1465,45
25166,90744,WILMINGTON,CA,18350,995
25167,90745,CARSON,CA,12940,1085
25168,90746,CARSON,CA,14098,845
25169,90747,CARSON,CA,9245,50
25170,90749,CARSON,CA,670,15
25171,90755,SIGNAL HILL,CA,11870,365
25172,90801,LONG BEACH,CA,5668,25
25173,90802,LONG BEACH,CA,26913,2155
25174,90803,LONG BEACH,CA,25009,1995
25175,90804,LONG BEACH,CA,18388,1305
25176,90805,LONG BEACH,CA,19837,1250
25177,90806,LONG BEACH,CA,17960,885
25178,90807,LONG BEACH,CA,13308,1210
25179,90808,LONG BEACH,CA,16645,1015
25180,90809,LONG BEACH,CA,630,15
25181,90810,LONG BEACH,CA,9780,340
25182,90813,LONG BEACH,CA,15435,775
25183,90814,LONG BEACH,CA,10345,385
25184,90815,LONG BEACH,CA,13281,1295
25185,90822,LONG BEACH,CA,1333,30
25186,90831,LONG BEACH,CA,1258,30
25187,90840,LONG BEACH,CA,5660,25
25188,90844,LONG BEACH,CA,4995,10
25189,90846,LONG BEACH,CA,670,15
25190,91001,ALTADENA,CA,13534,285
25191,91006,ARCADIA,CA,24838,1455
25192,91007,ARCADIA,CA,18800,1605
25193,91010,DUARTE,CA,12348,675
25194,91011,LA CANADA FLINTRIDGE,CA,18156,760
25195,91016,MONROVIA,CA,18004,1615
25196,91020,MONTROSE,CA,11637,620
25197,91024,SIERRA MADRE,CA,8413,200
25198,91030,SOUTH PASADENA,CA,12468,870
25199,91040,SUNLAND,CA,12816,410
25200,91042,TUJUNGA,CA,10349,380
25201,91043,TUJUNGA,CA,675,15
25202,91046,VERDUGO CITY,CA,4995,10
25203,91066,ARCADIA,CA,675,15
25204,91101,PASADENA,CA,21098,1680
25205,91102,PASADENA,CA,675,15
25206,91103,PASADENA,CA,11827,730
25207,91104,PASADENA,CA,15425,655
25208,91105,PASADENA,CA,20976,1505
25209,91106,PASADENA,CA,15355,890
25210,91107,PASADENA,CA,15425,1690
25211,91108,SAN MARINO,CA,9985,265
25212,91109,PASADENA,CA,630,30
25213,91115,PASADENA,CA,4995,10
25214,91116,PASADENA,CA,670,15
25215,91117,PASADENA,CA,585,15
25216,91118,SAN MARINO,CA,670,15
25217,91121,PASADENA,CA,670,15
25218,91188,PASADENA,CA,1300,30
25219,91201,GLENDALE,CA,19601,790
25220,91202,GLENDALE,CA,14298,430
25221,91203,GLENDALE,CA,21845,955
25222,91204,GLENDALE,CA,25311,680
25223,91205,GLENDALE,CA,15898,765
25224,91206,GLENDALE,CA,14422,550
25225,91207,GLENDALE,CA,9200,50
25226,91208,GLENDALE,CA,10554,250
25227,91210,GLENDALE,CA,9609,475
25228,91214,LA CRESCENTA,CA,14037,450
25229,91222,GLENDALE,CA,670,15
25230,91224,LA CRESCENTA,CA,675,15
25231,91301,AGOURA HILLS,CA,18663,1045
25232,91302,CALABASAS,CA,21836,810
25233,91303,CANOGA PARK,CA,13662,1435
25234,91304,CANOGA PARK,CA,14211,795
25235,91306,WINNETKA,CA,18854,615
25236,91307,WEST HILLS,CA,13907,575
25237,91309,CANOGA PARK,CA,585,15
25238,91311,CHATSWORTH,CA,17797,1330
25239,91316,ENCINO,CA,14691,815
25240,91319,NEWBURY PARK,CA,675,15
25241,91320,NEWBURY PARK,CA,18296,1325
25242,91321,NEWHALL,CA,12304,1005
25243,91322,NEWHALL,CA,675,15
25244,91324,NORTHRIDGE,CA,16212,2075
25245,91325,NORTHRIDGE,CA,12047,815
25246,91326,PORTER RANCH,CA,15050,605
25247,91328,NORTHRIDGE,CA,675,30
25248,91330,NORTHRIDGE,CA,5660,25
25249,91331,PACOIMA,CA,19705,1085
25250,91334,PACOIMA,CA,1303,30
25251,91335,RESEDA,CA,19834,1405
25252,91340,SAN FERNANDO,CA,14520,895
25253,91341,SAN FERNANDO,CA,1330,30
25254,91342,SYLMAR,CA,23419,935
25255,91343,NORTH HILLS,CA,18360,860
25256,91344,GRANADA HILLS,CA,16897,985
25257,91345,MISSION HILLS,CA,9562,405
25258,91350,SANTA CLARITA,CA,11973,880
25259,91351,CANYON COUNTRY,CA,12024,875
25260,91352,SUN VALLEY,CA,24479,820
25261,91353,SUN VALLEY,CA,675,15
25262,91354,VALENCIA,CA,9970,310
25263,91355,VALENCIA,CA,22854,2240
25264,91356,TARZANA,CA,22094,1255
25265,91360,THOUSAND OAKS,CA,18508,1520
25266,91361,WESTLAKE VILLAGE,CA,14221,765
25267,91362,THOUSAND OAKS,CA,20485,1460
25268,91364,WOODLAND HILLS,CA,24020,1620
25269,91367,WOODLAND HILLS,CA,21522,1260
25270,91377,OAK PARK,CA,11950,170
25271,91381,STEVENSON RANCH,CA,11701,495
25272,91384,CASTAIC,CA,11896,420
25273,91387,CANYON COUNTRY,CA,11038,305
25274,91390,SANTA CLARITA,CA,8151,125
25275,91392,SYLMAR,CA,670,15
25276,91393,NORTH HILLS,CA,675,15
25277,91401,VAN NUYS,CA,20164,820
25278,91402,PANORAMA CITY,CA,17080,1155
25279,91403,SHERMAN OAKS,CA,19775,1415
25280,91404,VAN NUYS,CA,585,15
25281,91405,VAN NUYS,CA,13555,900
25282,91406,VAN NUYS,CA,18116,1145
25283,91411,VAN NUYS,CA,15886,530
25284,91423,SHERMAN OAKS,CA,19054,1355
25285,91436,ENCINO,CA,15719,965
25286,91501,BURBANK,CA,8359,190
25287,91502,BURBANK,CA,14096,1440
25288,91504,BURBANK,CA,21932,815
25289,91505,BURBANK,CA,16757,1445
25290,91506,BURBANK,CA,16626,675
25291,91521,BURBANK,CA,6860,155
25292,91601,NORTH HOLLYWOOD,CA,14857,975
25293,91602,NORTH HOLLYWOOD,CA,14224,740
25294,91604,STUDIO CITY,CA,22232,2175
25295,91605,NORTH HOLLYWOOD,CA,26100,985
25296,91606,NORTH HOLLYWOOD,CA,19072,850
25297,91607,VALLEY VILLAGE,CA,17996,490
25298,91608,UNIVERSAL CITY,CA,8159,385
25299,91701,RANCHO CUCAMONGA,CA,15955,645
25300,91702,AZUSA,CA,21314,1090
25301,91706,BALDWIN PARK,CA,20595,1500
25302,91708,CHINO,CA,1303,30
25303,91709,CHINO HILLS,CA,18264,1720
25304,91710,CHINO,CA,14167,2120
25305,91711,CLAREMONT,CA,18259,1365
25306,91714,CITY OF INDUSTRY,CA,675,15
25307,91722,COVINA,CA,13161,800
25308,91723,COVINA,CA,14696,670
25309,91724,COVINA,CA,12279,405
25310,91729,RANCHO CUCAMONGA,CA,1290,30
25311,91730,RANCHO CUCAMONGA,CA,18503,2640
25312,91731,EL MONTE,CA,13170,1020
25313,91732,EL MONTE,CA,16266,975
25314,91733,SOUTH EL MONTE,CA,17771,1155
25315,91737,RANCHO CUCAMONGA,CA,10775,250
25316,91739,RANCHO CUCAMONGA,CA,11428,885
25317,91740,GLENDORA,CA,19512,1020
25318,91741,GLENDORA,CA,11662,285
25319,91744,LA PUENTE,CA,21035,1115
25320,91745,HACIENDA HEIGHTS,CA,18088,1455
25321,91746,LA PUENTE,CA,12315,705
25322,91747,LA PUENTE,CA,670,15
25323,91748,ROWLAND HEIGHTS,CA,14216,3100
25324,91750,LA VERNE,CA,18028,1095
25325,91752,MIRA LOMA,CA,13435,565
25326,91754,MONTEREY PARK,CA,19324,2010
25327,91755,MONTEREY PARK,CA,12268,440
25328,91759,MT BALDY,CA,1245,30
25329,91761,ONTARIO,CA,14486,1540
25330,91762,ONTARIO,CA,20967,1285
25331,91763,MONTCLAIR,CA,13361,1185
25332,91764,ONTARIO,CA,19851,1930
25333,91765,DIAMOND BAR,CA,19286,1410
25334,91766,POMONA,CA,13457,1195
25335,91767,POMONA,CA,17069,950
25336,91768,POMONA,CA,12180,685
25337,91770,ROSEMEAD,CA,23922,2100
25338,91773,SAN DIMAS,CA,21339,1120
25339,91775,SAN GABRIEL,CA,16917,215
25340,91776,SAN GABRIEL,CA,17341,2355
25341,91780,TEMPLE CITY,CA,19399,875
25342,91784,UPLAND,CA,16158,335
25343,91785,UPLAND,CA,1300,30
25344,91786,UPLAND,CA,15762,1770
25345,91788,WALNUT,CA,1293,30
25346,91789,WALNUT,CA,13432,1485
25347,91790,WEST COVINA,CA,16958,1305
25348,91791,WEST COVINA,CA,11212,895
25349,91792,WEST COVINA,CA,11374,675
25350,91801,ALHAMBRA,CA,22912,1910
25351,91802,ALHAMBRA,CA,630,15
25352,91803,ALHAMBRA,CA,12123,935
25353,91901,ALPINE,CA,13559,410
25354,91902,BONITA,CA,11042,420
25355,91905,BOULEVARD,CA,1267,30
25356,91906,CAMPO,CA,630,15
25357,91910,CHULA VISTA,CA,23836,2370
25358,91911,CHULA VISTA,CA,20717,1650
25359,91912,CHULA VISTA,CA,630,15
25360,91913,CHULA VISTA,CA,12636,400
25361,91914,CHULA VISTA,CA,8083,210
25362,91915,CHULA VISTA,CA,10839,725
25363,91916,DESCANSO,CA,2319,60
25364,91917,DULZURA,CA,1212,30
25365,91932,IMPERIAL BEACH,CA,12749,465
25366,91934,JACUMBA,CA,670,15
25367,91935,JAMUL,CA,8030,115
25368,91941,LA MESA,CA,15930,810
25369,91942,LA MESA,CA,18679,1665
25370,91943,LA MESA,CA,4995,10
25371,91945,LEMON GROVE,CA,11484,705
25372,91948,MOUNT LAGUNA,CA,6245,40
25373,91950,NATIONAL CITY,CA,22628,2395
25374,91962,PINE VALLEY,CA,6383,55
25375,91977,SPRING VALLEY,CA,16414,725
25376,91978,SPRING VALLEY,CA,9775,165
25377,91980,TECATE,CA,4995,10
25378,92003,BONSALL,CA,8822,145
25379,92004,BORREGO SPRINGS,CA,14067,205
25380,92007,CARDIFF BY THE SEA,CA,11181,450
25381,92008,CARLSBAD,CA,18869,2360
25382,92009,CARLSBAD,CA,12726,920
25383,92010,CARLSBAD,CA,7460,100
25384,92011,CARLSBAD,CA,8970,310
25385,92014,DEL MAR,CA,26221,1005
25386,92019,EL CAJON,CA,18694,860
25387,92020,EL CAJON,CA,23118,1830
25388,92021,EL CAJON,CA,21591,1825
25389,92022,EL CAJON,CA,630,15
25390,92023,ENCINITAS,CA,8281,50
25391,92024,ENCINITAS,CA,24383,2615
25392,92025,ESCONDIDO,CA,20623,2365
25393,92026,ESCONDIDO,CA,14734,470
25394,92027,ESCONDIDO,CA,14210,560
25395,92028,FALLBROOK,CA,20310,850
25396,92029,ESCONDIDO,CA,14577,485
25397,92030,ESCONDIDO,CA,1300,45
25398,92036,JULIAN,CA,15871,375
25399,92037,LA JOLLA,CA,25255,2715
25400,92038,LA JOLLA,CA,1257,30
25401,92040,LAKESIDE,CA,13157,530
25402,92046,ESCONDIDO,CA,4995,10
25403,92052,OCEANSIDE,CA,4995,10
25404,92054,OCEANSIDE,CA,25623,2420
25405,92055,CAMP PENDLETON,CA,12088,575
25406,92056,OCEANSIDE,CA,16614,1110
25407,92057,OCEANSIDE,CA,12347,510
25408,92058,OCEANSIDE,CA,10029,280
25409,92059,PALA,CA,675,15
25410,92060,PALOMAR MOUNTAIN,CA,640,15
25411,92061,PAUMA VALLEY,CA,1423,45
25412,92064,POWAY,CA,15057,1455
25413,92065,RAMONA,CA,13508,650
25414,92066,RANCHITA,CA,670,15
25415,92067,RANCHO SANTA FE,CA,6590,120
25416,92069,SAN MARCOS,CA,17181,1450
25417,92070,SANTA YSABEL,CA,2500,75
25418,92071,SANTEE,CA,16381,1505
25419,92074,POWAY,CA,675,15
25420,92075,SOLANA BEACH,CA,16399,760
25421,92078,SAN MARCOS,CA,11092,1020
25422,92079,SAN MARCOS,CA,4995,10
25423,92081,VISTA,CA,17636,535
25424,92082,VALLEY CENTER,CA,12151,170
25425,92083,VISTA,CA,14912,1200
25426,92084,VISTA,CA,16205,915
25427,92085,VISTA,CA,670,15
25428,92086,WARNER SPRINGS,CA,670,15
25429,92091,RANCHO SANTA FE,CA,6293,55
25430,92092,LA JOLLA,CA,675,15
25431,92093,LA JOLLA,CA,2662,195
25432,92096,SAN MARCOS,CA,5630,25
25433,92101,SAN DIEGO,CA,33530,7125
25434,92102,SAN DIEGO,CA,17393,615
25435,92103,SAN DIEGO,CA,23612,2480
25436,92104,SAN DIEGO,CA,15952,1595
25437,92105,SAN DIEGO,CA,12149,875
25438,92106,SAN DIEGO,CA,16943,1155
25439,92107,SAN DIEGO,CA,24889,1195
25440,92108,SAN DIEGO,CA,23589,2390
25441,92109,SAN DIEGO,CA,23414,3185
25442,92110,SAN DIEGO,CA,28502,2685
25443,92111,SAN DIEGO,CA,24239,2800
25444,92112,SAN DIEGO,CA,810,30
25445,92113,SAN DIEGO,CA,18441,745
25446,92114,SAN DIEGO,CA,13764,300
25447,92115,SAN DIEGO,CA,22473,1785
25448,92116,SAN DIEGO,CA,15688,790
25449,92117,SAN DIEGO,CA,18834,1425
25450,92118,CORONADO,CA,13899,1165
25451,92119,SAN DIEGO,CA,13030,360
25452,92120,SAN DIEGO,CA,20247,1115
25453,92121,SAN DIEGO,CA,23701,1955
25454,92122,SAN DIEGO,CA,15950,1165
25455,92123,SAN DIEGO,CA,24088,1595
25456,92124,SAN DIEGO,CA,13563,400
25457,92126,SAN DIEGO,CA,22437,1770
25458,92127,SAN DIEGO,CA,21507,915
25459,92128,SAN DIEGO,CA,12382,1820
25460,92129,SAN DIEGO,CA,12453,790
25461,92130,SAN DIEGO,CA,16466,1140
25462,92131,SAN DIEGO,CA,17594,895
25463,92134,SAN DIEGO,CA,675,30
25464,92135,SAN DIEGO,CA,6297,40
25465,92136,SAN DIEGO,CA,2492,135
25466,92139,SAN DIEGO,CA,6988,85
25467,92140,SAN DIEGO,CA,1330,45
25468,92143,SAN YSIDRO,CA,675,15
25469,92145,SAN DIEGO,CA,8535,160
25470,92150,SAN DIEGO,CA,675,15
25471,92154,SAN DIEGO,CA,17934,1145
25472,92155,SAN DIEGO,CA,1080,30
25473,92158,SAN DIEGO,CA,585,15
25474,92160,SAN DIEGO,CA,4995,10
25475,92167,SAN DIEGO,CA,640,15
25476,92169,SAN DIEGO,CA,630,15
25477,92172,SAN DIEGO,CA,4995,10
25478,92173,SAN YSIDRO,CA,18587,645
25479,92178,CORONADO,CA,5575,55
25480,92179,SAN DIEGO,CA,640,15
25481,92182,SAN DIEGO,CA,2360,90
25482,92186,SAN DIEGO,CA,4995,10
25483,92192,SAN DIEGO,CA,640,15
25484,92201,INDIO,CA,22469,1290
25485,92203,INDIO,CA,9736,275
25486,92210,INDIAN WELLS,CA,7609,175
25487,92211,PALM DESERT,CA,12719,770
25488,92220,BANNING,CA,14974,635
25489,92222,BARD,CA,675,15
25490,92223,BEAUMONT,CA,16988,720
25491,92225,BLYTHE,CA,20583,605
25492,92226,BLYTHE,CA,675,15
25493,92227,BRAWLEY,CA,12274,605
25494,92230,CABAZON,CA,8492,245
25495,92231,CALEXICO,CA,12198,770
25496,92232,CALEXICO,CA,640,15
25497,92233,CALIPATRIA,CA,670,15
25498,92234,CATHEDRAL CITY,CA,17961,1170
25499,92235,CATHEDRAL CITY,CA,675,15
25500,92236,COACHELLA,CA,16260,640
25501,92240,DESERT HOT SPRINGS,CA,17245,555
25502,92241,DESERT HOT SPRINGS,CA,7310,115
25503,92242,EARP,CA,8142,130
25504,92243,EL CENTRO,CA,19803,1695
25505,92248,LA QUINTA,CA,670,15
25506,92249,HEBER,CA,4995,10
25507,92250,HOLTVILLE,CA,7527,70
25508,92251,IMPERIAL,CA,9332,125
25509,92252,JOSHUA TREE,CA,4409,195
25510,92253,LA QUINTA,CA,15332,1110
25511,92254,MECCA,CA,6949,55
25512,92255,PALM DESERT,CA,640,15
25513,92256,MORONGO VALLEY,CA,670,15
25514,92257,NILAND,CA,10904,90
25515,92258,NORTH PALM SPRINGS,CA,6466,55
25516,92259,OCOTILLO,CA,630,15
25517,92260,PALM DESERT,CA,18572,2035
25518,92262,PALM SPRINGS,CA,22377,2510
25519,92263,PALM SPRINGS,CA,670,15
25520,92264,PALM SPRINGS,CA,23191,1125
25521,92266,PALO VERDE,CA,630,15
25522,92267,PARKER DAM,CA,6938,70
25523,92268,PIONEERTOWN,CA,1302,30
25524,92270,RANCHO MIRAGE,CA,12373,995
25525,92273,SEELEY,CA,1008,30
25526,92274,THERMAL,CA,1837,45
25527,92275,SALTON CITY,CA,5620,25
25528,92276,THOUSAND PALMS,CA,3209,165
25529,92277,TWENTYNINE PALMS,CA,20594,565
25530,92278,TWENTYNINE PALMS,CA,2966,135
25531,92281,WESTMORLAND,CA,13859,75
25532,92283,WINTERHAVEN,CA,10855,65
25533,92284,YUCCA VALLEY,CA,16669,595
25534,92285,LANDERS,CA,4995,10
25535,92286,YUCCA VALLEY,CA,640,15
25536,92301,ADELANTO,CA,12824,220
25537,92305,ANGELUS OAKS,CA,7367,70
25538,92307,APPLE VALLEY,CA,10740,655
25539,92308,APPLE VALLEY,CA,16799,595
25540,92309,BAKER,CA,2685,165
25541,92310,FORT IRWIN,CA,1870,45
25542,92311,BARSTOW,CA,21524,1350
25543,92313,GRAND TERRACE,CA,7748,80
25544,92314,BIG BEAR CITY,CA,6535,130
25545,92315,BIG BEAR LAKE,CA,25342,1230
25546,92316,BLOOMINGTON,CA,3074,210
25547,92317,BLUE JAY,CA,2215,105
25548,92320,CALIMESA,CA,5039,270
25549,92321,CEDAR GLEN,CA,1922,45
25550,92323,CIMA,CA,1333,30
25551,92324,COLTON,CA,17137,1240
25552,92325,CRESTLINE,CA,11602,240
25553,92328,DEATH VALLEY,CA,1302,45
25554,92331,FONTANA,CA,1252,30
25555,92333,FAWNSKIN,CA,2445,60
25556,92334,FONTANA,CA,675,15
25557,92335,FONTANA,CA,24551,1825
25558,92336,FONTANA,CA,15041,1005
25559,92337,FONTANA,CA,9465,385
25560,92338,LUDLOW,CA,1930,45
25561,92339,FOREST FALLS,CA,630,15
25562,92342,HELENDALE,CA,9109,105
25563,92344,HESPERIA,CA,7481,70
25564,92345,HESPERIA,CA,13517,1470
25565,92346,HIGHLAND,CA,18818,835
25566,92352,LAKE ARROWHEAD,CA,13420,230
25567,92354,LOMA LINDA,CA,10905,465
25568,92356,LUCERNE VALLEY,CA,1258,30
25569,92357,LOMA LINDA,CA,4995,10
25570,92358,LYTLE CREEK,CA,6250,40
25571,92359,MENTONE,CA,6803,85
25572,92363,NEEDLES,CA,14970,350
25573,92365,NEWBERRY SPRINGS,CA,1891,45
25574,92368,ORO GRANDE,CA,4995,10
25575,92371,PHELAN,CA,8951,215
25576,92372,PINON HILLS,CA,1919,45
25577,92373,REDLANDS,CA,17661,1385
25578,92374,REDLANDS,CA,15017,1285
25579,92375,REDLANDS,CA,640,15
25580,92376,RIALTO,CA,12654,1265
25581,92377,RIALTO,CA,7073,70
25582,92378,RIMFOREST,CA,640,30
25583,92382,RUNNING SPRINGS,CA,9287,160
25584,92384,SHOSHONE,CA,630,15
25585,92386,SUGARLOAF,CA,640,15
25586,92389,TECOPA,CA,630,15
25587,92391,TWIN PEAKS,CA,1080,30
25588,92392,VICTORVILLE,CA,15697,1530
25589,92393,VICTORVILLE,CA,1955,45
25590,92394,VICTORVILLE,CA,10644,255
25591,92395,VICTORVILLE,CA,15549,710
25592,92397,WRIGHTWOOD,CA,7924,145
25593,92398,YERMO,CA,2005,60
25594,92399,YUCAIPA,CA,16362,875
25595,92401,SAN BERNARDINO,CA,11050,290
25596,92404,SAN BERNARDINO,CA,15570,765
25597,92405,SAN BERNARDINO,CA,10807,395
25598,92407,SAN BERNARDINO,CA,13123,795
25599,92408,SAN BERNARDINO,CA,13755,1415
25600,92410,SAN BERNARDINO,CA,18355,865
25601,92411,SAN BERNARDINO,CA,10198,280
25602,92415,SAN BERNARDINO,CA,1330,45
25603,92418,SAN BERNARDINO,CA,670,15
25604,92423,SAN BERNARDINO,CA,804,75
25605,92501,RIVERSIDE,CA,19958,765
25606,92503,RIVERSIDE,CA,20752,1615
25607,92504,RIVERSIDE,CA,15025,870
25608,92505,RIVERSIDE,CA,14305,985
25609,92506,RIVERSIDE,CA,14189,965
25610,92507,RIVERSIDE,CA,21960,1885
25611,92508,RIVERSIDE,CA,11183,735
25612,92509,RIVERSIDE,CA,15343,1040
25613,92515,RIVERSIDE,CA,675,15
25614,92518,MARCH AIR RESERVE BASE,CA,675,30
25615,92521,RIVERSIDE,CA,675,15
25616,92522,RIVERSIDE,CA,640,15
25617,92530,LAKE ELSINORE,CA,13604,1055
25618,92531,LAKE ELSINORE,CA,4995,10
25619,92532,LAKE ELSINORE,CA,13326,415
25620,92536,AGUANGA,CA,1967,45
25621,92539,ANZA,CA,1797,45
25622,92543,HEMET,CA,13918,760
25623,92544,HEMET,CA,14389,530
25624,92545,HEMET,CA,12773,940
25625,92546,HEMET,CA,675,15
25626,92548,HOMELAND,CA,1672,45
25627,92549,IDYLLWILD,CA,18814,425
25628,92551,MORENO VALLEY,CA,11128,295
25629,92552,MORENO VALLEY,CA,670,15
25630,92553,MORENO VALLEY,CA,16872,2075
25631,92555,MORENO VALLEY,CA,9128,310
25632,92557,MORENO VALLEY,CA,4311,375
25633,92561,MOUNTAIN CENTER,CA,9289,50
25634,92562,MURRIETA,CA,14251,1415
25635,92563,MURRIETA,CA,10905,775
25636,92564,MURRIETA,CA,640,15
25637,92567,NUEVO,CA,1584,45
25638,92570,PERRIS,CA,11798,535
25639,92571,PERRIS,CA,14563,475
25640,92572,PERRIS,CA,670,15
25641,92581,SAN JACINTO,CA,1330,30
25642,92582,SAN JACINTO,CA,1945,105
25643,92583,SAN JACINTO,CA,11888,485
25644,92584,MENIFEE,CA,11001,635
25645,92585,SUN CITY,CA,7666,50
25646,92586,SUN CITY,CA,12111,300
25647,92587,QUAIL VALLEY,CA,9547,150
25648,92589,TEMECULA,CA,2680,105
25649,92590,TEMECULA,CA,24232,1135
25650,92591,TEMECULA,CA,16555,1805
25651,92592,TEMECULA,CA,21419,1010
25652,92593,TEMECULA,CA,1912,45
25653,92595,WILDOMAR,CA,12607,420
25654,92596,WINCHESTER,CA,13144,240
25655,92602,IRVINE,CA,10591,525
25656,92603,IRVINE,CA,7909,325
25657,92604,IRVINE,CA,18683,1350
25658,92605,HUNTINGTON BEACH,CA,4995,10
25659,92606,IRVINE,CA,15415,870
25660,92610,FOOTHILL RANCH,CA,14404,685
25661,92612,IRVINE,CA,20339,1325
25662,92614,IRVINE,CA,21755,1220
25663,92616,IRVINE,CA,6630,35
25664,92617,IRVINE,CA,10668,200
25665,92618,IRVINE,CA,15072,1915
25666,92619,IRVINE,CA,6062,40
25667,92620,IRVINE,CA,18291,625
25668,92623,IRVINE,CA,6285,70
25669,92624,CAPISTRANO BEACH,CA,10212,180
25670,92625,CORONA DEL MAR,CA,12320,635
25671,92626,COSTA MESA,CA,26871,3560
25672,92627,COSTA MESA,CA,28422,2460
25673,92628,COSTA MESA,CA,6419,55
25674,92629,DANA POINT,CA,20030,1425
25675,92630,LAKE FOREST,CA,17210,2100
25676,92637,LAGUNA WOODS,CA,2582,60
